ADD_NUM,LF_NAME,ADDRESS,POSTAL_CD,CITY,X,Y,LONGITUDE,LATITUDE,FAC_NAM,STE_FLR_UN,PERFRMANCE,EXHBVISART,SCRN_BASSE,LIBRARY,MULTIPURP,HERITAGE,OWNERSHIP,OBJECTID
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.2380,4833983.7300,-79.39474843270,43.64775543260,Wynick/Tuck Gallery,Suite 128,0,1,0,0,0,1,Owned by others,662
80,Spadina Ave,80 Spadina Ave,M5V 2J4,Toronto,313205.0540,4833794.9770,-79.39562143160,43.64605735700,Katzman Kamen Gallery,Suite 406,0,1,0,0,0,1,Owned by others,672
486,Spadina Ave,486 Spadina Ave,M5S 2H1,Toronto,312792.5900,4835163.1910,-79.40071334710,43.65837730370,Silver Dollar,,1,0,0,0,1,0,Owned by others,684
2,Sussex Ave,2 Sussex Ave,M5S 1J5,Toronto,312880.9780,4835962.3710,-79.39960515220,43.66556993570,"Innis College (Town Hall, CafÚ, Screening Room)",,1,0,0,0,1,0,Owned by others,697
179,John St,179 John St,M5T 1X4,Toronto,313563.5180,4834340.5030,-79.39116908060,43.65096317670,Jane Corkin Gallery,,0,1,0,0,0,0,Owned by others,586
490,Queen's Dr,490 Queen's Dr,M6L 1M8,Toronto,305101.7780,4840904.6580,-79.49606273320,43.71009954670,Chaminade College,,0,0,0,0,1,0,Owned by others,163
1256,Dundas St W,1256 Dundas St W,M6J 1X5,Toronto,310885.3280,4834185.1800,-79.42437181400,43.64959198760,Gallery TPW,,1,1,1,0,0,0,Owned by others,417
100,Garrison Rd,100 Garrison Rd,M5V 3K9,Toronto,312571.1940,4833016.9480,-79.40348976290,43.63906134280,Fort York National Historic Site (250 Fort York Boulevard),,0,1,0,0,0,1,City Owned,421
761,Queen St W,761 Queen St W,M6J 1G1,Toronto,312234.8950,4833818.1510,-79.40764699150,43.64627651190,Inspirations Studio,Suite 201,0,1,0,0,0,0,Owned by others,457
230,St Clair Ave W,230 St Clair Ave W,M4V 1R5,Toronto,312385.2620,4838267.6380,-79.40572082990,43.68632496470,Timothy Eaton Memorial Church,,1,0,0,0,0,0,Owned by others,766
1,Devonshire Pl,1 Devonshire Pl,M5S 3K7,Toronto,313120.2390,4835901.2980,-79.39663940300,43.66501751270,Munk Centre for Global Affairs (Campbell Conference Facility),,0,1,0,0,1,1,Owned by others,562
35,Glen Long Ave,35 Glen Long Ave,M6B 2M1,Toronto,308346.1080,4840742.7460,-79.45580553690,43.70863440090,Glen Long Community Centre,,0,0,0,0,1,0,City Owned,273
5,Replin Rd,5 Replin Rd,M6A 2M8,Toronto,309428.7680,4841783.5950,-79.44236268140,43.71799749900,Lawrence Heights Community Centre,,0,0,0,0,1,0,City Owned,282
20,Willcocks St,20 Willcocks St,M5S 1C6,Toronto,312862.1420,4835539.9320,-79.39984509310,43.66176762460,Institute of Women's Studies,,0,1,0,0,1,0,Owned by others,702
9,Benson Ave,9 Benson Ave,M6G 4C6,Toronto,310981.0240,4837600.8580,-79.42314552360,43.68033633970,Muhtadi International Drumming Festival,,1,0,0,0,0,0,Owned by others,713
84,Hillcrest Dr,84 Hillcrest Dr,M6G 2E6,Toronto,310511.9620,4837164.0350,-79.42896740000,43.67640813870,The Fifth Sun Theatre,,1,0,0,0,0,0,Owned by others,724
50,Vaughan Rd,50 Vaughan Rd,M6G 2N4,Toronto,311272.9260,4837821.4910,-79.41952268120,43.68231992390,Vita Brevis Studio/Gallery,,0,1,1,0,0,0,Owned by others,737
1578,Bayview Ave,1578 Bayview Ave,M4G 3B7,Toronto,314820.3050,4840413.1480,-79.37547693520,43.70560814800,Ballroom on Bayview Dancing Studio,Suite 3,1,0,0,0,0,0,Owned by others,745
562,Eglinton Ave E,562 Eglinton Ave E,M4P 1P1,Toronto,314456.8240,4840991.5280,-79.37997651770,43.71081882980,Soraya Dancing,,1,0,0,0,0,0,Owned by others,752
255,Spadina Rd,255 Spadina Rd,M5R 2V3,Toronto,312270.6750,4837220.4140,-79.40715614420,43.67690019650,City of Toronto Archives,,0,1,0,1,0,0,City Owned,761
1585,Yonge St,1585 Yonge St,M4T 1Z9,Toronto,313311.0010,4838735.5250,-79.39423043310,43.69052673670,Yorkminster Park Baptist Church,,1,0,0,0,0,0,Owned by others,770
38,Ellerslie Ave,38 Ellerslie Ave,M2N 1X8,Toronto,311541.5080,4847755.4820,-79.41606531200,43.77172734700,Willowdale Presbyterian Church,,1,0,0,0,1,0,Owned by others,779
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.2380,4833983.7300,-79.39474843270,43.64775543260,Fado,Suite 445,1,0,0,0,0,1,Owned by others,652
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.2380,4833983.7300,-79.39474843270,43.64775543260,YYZ Artists' Outlet,Suite 140,0,1,0,0,0,1,Owned by others,663
80,Spadina Ave,80 Spadina Ave,M5V 2J4,Toronto,313205.0540,4833794.9770,-79.39562143160,43.64605735700,Trias Gallery,Suite 403,0,1,0,0,0,1,Owned by others,675
215,Spadina Ave,215 Spadina Ave,M5T 2C7,Toronto,313124.2270,4834314.1370,-79.39661511140,43.65073118760,"The Robertson Building (Centre for Social Innovation, Material Matters, PACT, TAPA, Theatre Ontario, Sustainability Network)",,1,0,0,0,1,0,Owned by others,681
140,St George St,140 St George St,M5S 3G6,Toronto,312901.8720,4835905.5100,-79.39934692440,43.66505788150,"Claude Bissell Building, University of Toronto",,0,0,0,0,1,1,Owned by others,693
239,College St,239 College St,M5T 1R5,Toronto,312980.4030,4835113.3290,-79.39838562380,43.65792639620,Lillian H. Smith Branch (TPL),,1,0,0,1,1,0,City Operated,554
321,Davenport Rd,321 Davenport Rd,M5R 1K5,Toronto,312761.7420,4836956.9770,-79.40106961360,43.67452411390,Robert Mede Gallery,,0,1,0,0,0,0,Owned by others,560
580,Dundas St W,580 Dundas St W,M5T 1H5,Toronto,312803.1470,4834528.1760,-79.40059217160,43.65266130990,Amilee African Arts,,0,0,0,0,1,0,Owned by others,570
112,Harbord St,112 Harbord St,M5S 1G6,Toronto,312542.9080,4835673.2790,-79.40380127550,43.66297135180,Charlie's Gallery,,0,1,0,0,0,0,Owned by others,579
197-205,John St,197-205 John St,M5T 1X6,Toronto,313543.4420,4834383.8710,-79.39141724040,43.65135375230,St. George the Martyr Church,,0,0,0,0,1,1,Owned by others,588
15,King's College Crcl,15 King's College Crcl,M5S 3H7,Toronto,313225.2550,4835627.3920,-79.39534168670,43.66255072720,University of Toronto Art Centre,,0,1,0,0,1,0,Owned by others,602
51,Mercer St,51 Mercer St,M5V 1H2,Toronto,313534.3950,4833720.4660,-79.39154022090,43.64538273230,Second City,,1,0,0,0,0,0,Owned by others,610
160,Queen St W,160 Queen St W,M5H 3H3,Toronto,313887.2570,4834335.0950,-79.38715594410,43.65091047460,Campbell House Museum,,0,1,0,0,0,1,Owned by others,617
557,Queen St W,557 Queen St W,M5V 2B6,Toronto,312829.0660,4833981.2760,-79.40027927050,43.64773859820,Torched Studio,,0,1,0,0,0,1,Owned by others,626
1086,Queen St W,1086 Queen St W,M6J 1H8,Toronto,311068.7950,4833542.6880,-79.42210463120,43.64380729280,Katharine Mulherin Contemporary Gallery & Art Projects,,0,1,0,0,0,0,Owned by others,479
133,Tecumseth St,133 Tecumseth St,M6J 2H2,Toronto,312376.4960,4833736.9700,-79.40589286840,43.64554443670,Georgia Scherman Projects,,0,1,0,0,0,0,Owned by others,489
425,Adelaide St W,425 Adelaide St W,M5V 3C1,Toronto,313034.0940,4833799.3030,-79.39774057610,43.64609840740,footwork bar,,1,0,0,0,0,0,Owned by others,500
214,Avenue Rd,214 Avenue Rd,M5R 2J4,Toronto,313037.2610,4837180.3440,-79.39764950170,43.67653159050,TeodoraART Gallery,,0,1,0,0,0,0,Owned by others,508
463,Bathurst St,463 Bathurst St,M5T 2S9,Toronto,312277.0890,4834850.6810,-79.40710933000,43.65556966250,The Cineforum,,0,0,1,0,0,0,Owned by others,514
170,Bedford Rd,170 Bedford Rd,M5R 2K9,Toronto,312817.5910,4837022.1570,-79.40037608430,43.67511022100,Ontario Crafts Council,Suite 300,0,1,0,0,0,0,Owned by others,520
539,Bloor St W,539 Bloor St W,M5S 1Y6,Toronto,312035.9170,4835916.0250,-79.41008429730,43.66516149330,Paupers Pub,,1,1,0,0,0,1,Owned by others,537
58,Cecil St,58 Cecil St,M5T 1N6,Toronto,312963.7630,4834951.2460,-79.39859443740,43.65646763560,Cecil Street Community Centre,,0,0,0,0,1,1,City Owned,546
859,Bloor St W,859 Bloor St W,M6G 1M4,Toronto,310875.0300,4835565.3320,-79.42448335060,43.66201483380,Saving Gigi's,,1,1,0,0,0,0,Owned by others,394
155,Crawford St,155 Crawford St,M6J 2V5,Toronto,311611.2740,4833836.0930,-79.41537390700,43.64643527800,Trinity Bellwoods Community Recreation Centre,,0,0,0,0,1,1,City Owned,404
1183,Dundas St W,1183 Dundas St W,M6J 1X3,Toronto,311074.8860,4834143.4180,-79.42202251500,43.64921458530,Le Gallery,,0,1,0,0,0,0,Owned by others,415
581,Markham St,581 Markham St,M6G 2L7,Toronto,311900.5660,4835758.6250,-79.41176484510,43.66374589390,The Victory CafÚ,,1,0,0,0,1,0,Owned by others,427
485,Montrose Ave,485 Montrose Ave,M6G 3H2,Toronto,311181.5550,4835667.1770,-79.42068160520,43.66292890740,Bob Abate Community Recreation Centre,,1,0,0,0,1,0,City Owned,433
44,Ossington Ave,44 Ossington Ave,M6J 2Y7,Toronto,311284.9560,4833696.2030,-79.41942359030,43.64518740050,Lennox Contemporary,,0,1,0,0,0,0,Owned by others,441
15,Trehorne Dr,15 Trehorne Dr,M9P 1N8,Toronto,302260.3230,4838632.8810,-79.53131053490,43.68964534450,Scarlett Heights Entrepreneurial Academy,,1,0,0,0,1,0,Owned by others,41
4050,Bloor St W,4050 Bloor St W,M9B 1M5,Toronto,300322.0950,4832843.9120,-79.55530483640,43.63752945920,Bloorlea Middle School (TDSB),,1,0,0,0,1,0,Owned by others,49
61,Jutland Rd,61 Jutland Rd,M8Z 2G6,Toronto,303234.1030,4831783.0070,-79.51921029970,43.62799072890,Holy Angels Church & Parish Hall,,1,0,0,0,1,0,Owned by others,56
1536,The Queensway,1536 The Queensway,M8Z 1T5,Toronto,301776.8380,4830769.0590,-79.53726377070,43.61885980060,Church on the Queensway,,1,0,0,0,1,0,Owned by others,63
52,Mc Caul St,52 Mc Caul St,M5T 1V9,Toronto,313599.0100,4834441.8770,-79.39072748740,43.65187512520,52 McCaul,,0,1,0,0,1,0,Owned by others,607
28,Fairlawn Ave,28 Fairlawn Ave,M5M 1S7,Toronto,312442.9770,4843230.6920,-79.40493465420,43.73099782240,Fairlawn Avenue United Church (Fairlawn Neighbourhood Centre),,1,1,0,0,1,0,Owned by others,294
1041,Bloor St W,1041 Bloor St W,M6H 1M4,Toronto,310301.4490,4835395.0500,-79.43159692150,43.66048656460,St. Anthony's Church,,0,0,0,0,1,0,Owned by others,328
220,Cowan Ave,220 Cowan Ave,M6K 2N6,Toronto,310171.2050,4833199.5000,-79.43323366870,43.64072470640,Masaryk-Cowan Community Centre,,0,0,0,0,1,0,City Owned,231
120,Trowell Ave,120 Trowell Ave,M6M 1L7,Toronto,307012.2310,4838264.5400,-79.47236660270,43.68633244800,Evelyn Gregory Branch (TPL),,1,0,0,1,0,0,City operated,156
135,Varsity Rd,135 Varsity Rd,M6S 4P4,Toronto,304829.4150,4835655.6110,-79.49944079100,43.66285134180,Warren Park Junior Public School,,0,0,0,0,1,0,Owned by others,219
1123,Weston Rd,1123 Weston Rd,M6N 3S3,Toronto,305733.7230,4838298.4190,-79.48822467750,43.68663980390,Mount Dennis Branch (TPL),,1,0,0,1,1,0,City Operated,141
85,Ellesmere Rd,85 Ellesmere Rd,M1R 4B9,Toronto,319890.0990,4846142.6080,-79.31241062590,43.75709575430,Maryvale Branch (TPL),Unit 16,0,0,0,1,1,0,City Operated,1307
1910,Gerrard St E,1910 Gerrard St E,M4L 2C1,Toronto,319936.3660,4837633.6670,-79.31207471840,43.68050340400,The Naval Club,,0,0,0,0,1,0,Owned by others,1214
320,Danforth Ave,320 Danforth Ave,M4K 1N8,Toronto,316616.6580,4837296.2820,-79.35325626130,43.67752662110,Timothy's Cafe,,1,0,0,0,0,0,Owned by others,1117
793,Gerrard St E,793 Gerrard St E,M4M 1Y5,Toronto,317233.4800,4836101.7990,-79.34563350690,43.66676481720,Creative Works Studio,,0,1,0,0,0,0,Owned by others,1155
55,Mill St,55 Mill St,M5A 3C4,Toronto,316104.9150,4834309.2520,-79.35966191600,43.65063867000,The Stirling Room,Building 36,0,1,0,0,0,1,Owned by others,1056
100,Wellesley St W,100 Wellesley St W,M5S 2Z5,Toronto,313659.6300,4835796.5810,-79.38995315850,43.66406850410,"Regis College, U of T",,0,0,0,0,1,0,Owned by others,960
525,Bloor St E,525 Bloor St E,M4W 1J1,Toronto,314947.3110,4836679.8870,-79.37397077760,43.67200285020,St. Simon-the-Apostle Anglican Church,,1,0,0,0,1,1,Owned by others,990
40,College St,40 College St,M5G 2J3,Toronto,314048.0320,4835495.9900,-79.38514290520,43.66135771450,Police Museum and Discovery Centre,,0,1,0,0,0,0,Owned by others,899
80,Blythwood Rd,80 Blythwood Rd,M4N 1A4,Toronto,312996.8210,4841741.1870,-79.39808225370,43.71758408780,Blythwood Road Baptist Church,,1,0,0,0,0,0,Owned by others,818
897,Eglinton Ave W,897 Eglinton Ave W,M6C 2C1,Toronto,310650.0240,4839834.0870,-79.42722766510,43.70044040430,The Judaica Centre,,0,0,0,0,1,0,Owned by others,722
224,Richmond St W,224 Richmond St W,M5V 1V6,Toronto,313789.8300,4834220.4200,-79.38836560240,43.64987957820,Yuk Yuk's Toronto Standup Comedy Club,,1,0,0,0,0,0,Owned by others,642
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.2380,4833983.7300,-79.39474843270,43.64775543260,Women's Art Resource Centre/WARC Gallery,Suite 122,1,1,0,0,0,1,Owned by others,661
209,Harbord St,209 Harbord St,M5S 1H6,Toronto,312099.4990,4835510.8300,-79.40929814100,43.66150512500,Communication Art Gallery,,0,1,0,0,0,0,Owned by others,580
263,Adelaide St W,263 Adelaide St W,M5H 1Y2,Toronto,313700.2200,4833993.9510,-79.38948015650,43.64784227380,Loft 404,Loft 404,0,1,0,0,0,1,Owned by others,495
33,Gerrard St E,33 Gerrard St E,,Toronto,314456.2570,4835278.0530,-79.38008563510,43.65939083510,Delta Chelsea Hotel,,0,0,0,0,1,0,Owned by others,914
1,Gloucester St,1 Gloucester St,M4Y 1L8,Toronto,314059.2820,4836056.2440,-79.38499381470,43.66640078160,Arabesque Academy,Suite 107,1,0,0,0,0,0,Owned by others,919
22,Hazelton Ave,22 Hazelton Ave,M5R 2E2,Toronto,313362.5600,4836625.0670,-79.39362050900,43.67152101900,Mira Godard Gallery,,0,1,0,0,0,0,Owned by others,925
56,Queen St E,56 Queen St E,M5C 2Z3,Toronto,314733.1610,4834664.2970,-79.37666348180,43.65386290130,Metropolitan United Church,,1,0,0,0,0,0,Owned by others,935
1859,Kingston Rd,1859 Kingston Rd,M1N 1T3,Toronto,324227.8480,4839300.0240,-79.25878866050,43.69540326200,Harrison Estates Park,,1,0,0,0,0,0,City Owned,1294
1880-1890,Eglinton Ave E,1880-1890 Eglinton Ave E,M1L 2L1,Toronto,320939.2820,4842638.0120,-79.29948631590,43.72552748740,Music for Life Conservatory,,1,0,0,0,0,0,Owned by others,1305
1967,Ellesmere Rd,1967 Ellesmere Rd,M1H 2W5,Toronto,326108.0650,4848208.6460,-79.23511108210,43.77554037100,Scarborough Centennial Community Centre,,0,0,0,0,1,0,City Owned,1322
3840,Finch Ave E,3840 Finch Ave E,M1T 3T4,Toronto,320769.6870,4850980.5120,-79.30134517410,43.80062369940,Metropolitan Centre,,0,0,0,0,1,0,Owned by others,1332
296,Broadview Ave,296 Broadview Ave,M4M 2G7,Toronto,316698.9150,4835777.3860,-79.35226944060,43.66385331070,Broadview Faith Temple,,1,0,0,0,1,0,Owned by others,1184
138,Hamilton St,138 Hamilton St,M4M 2E1,Toronto,316673.2080,4835607.9870,-79.35259194380,43.66232884920,Energy Efficiency Office,,0,0,0,0,1,0,City Owned,1194
2723,St Clair Ave E,2723 St Clair Ave E,M4B 1M8,Toronto,320090.6070,4840439.0870,-79.31008253570,43.70575213850,St. Columba and All Hallows,,0,0,0,0,1,0,Owned by others,1208
101,Kippendavie Ave,101 Kippendavie Ave,M4L 3R3,Toronto,320692.9180,4836298.8180,-79.30273052400,43.66847283040,Kew Beach Junior Public School,,0,0,0,0,1,0,Owned by others,1220
2161,Queen St E,2161 Queen St E,M4L 1J1,Toronto,321033.8530,4836479.4800,-79.29849731260,43.67009145900,Beaches Branch (TPL),,0,0,0,1,1,1,City Operated,1236
20,Victoria St,20 Victoria St,M5C 2N8,Toronto,314691.2620,4834233.7480,-79.37719060200,43.64998799100,Metropolitan Restaurant,,1,1,0,0,0,1,Owned by others,1100
1,Yonge St,1 Yonge St,M5E 1Y5,Toronto,314942.5700,4833427.5620,-79.37409081190,43.64272788150,Toronto Star,,0,0,1,0,0,0,Owned by others,1107
310,Danforth Ave,310 Danforth Ave,M4K 1N6,Toronto,316578.5290,4837299.8270,-79.35372903580,43.67755913600,Eastminster United Church,,1,0,0,0,1,0,Owned by others,1116
71,Gough Ave,71 Gough Ave,M4K 3N9,Toronto,317194.4570,4837505.7100,-79.34608554210,43.67940245580,Holy Name Parish Church,,1,0,0,0,1,0,Owned by others,1126
705,Pape Ave,705 Pape Ave,M4K 3S6,Toronto,317316.8250,4837429.7530,-79.34456953430,43.67871672450,The Workshop Gallery,,0,1,0,0,0,0,Owned by others,1134
131,Danforth Ave,131 Danforth Ave,M4K 1N2,Toronto,316268.0270,4837157.0660,-79.35757970800,43.67627035700,Celtic Dance Centre,,1,0,0,0,1,0,Owned by others,1146
725,Logan Ave,725 Logan Ave,,Toronto,317039.9660,4836970.9330,-79.34801043800,43.67458263700,Withrow Park,,1,0,0,0,1,0,City Owned,1162
875,Queen St E,875 Queen St E,M4M 1J2,Toronto,317440.8040,4835365.9660,-79.34307998450,43.66013790820,St. Matthew's Cathedral,,1,0,0,0,0,0,Owned by others,1172
33,Harbour Sq,33 Harbour Sq,M5J 2G2,Toronto,314708.2840,4833199.8790,-79.37699902700,43.64068162530,Phoenix Arts Group / Handwork Studio,,0,1,0,0,0,0,Owned by others,1025
130,King St W,130 King St W,M5X 2A2,Toronto,314183.1090,4834030.9240,-79.38349366280,43.64816893720,"The Exchange Tower (Jennart, ArtProject)",,0,1,0,0,0,0,Owned by others,1039
55,Mill St,55 Mill St,M5A 3C4,Toronto,316104.9150,4834309.2520,-79.35966191600,43.65063867000,Gibsone Jessop Gallery,Building 4,0,1,0,0,0,1,Owned by others,1048
349,Ontario St,349 Ontario St,M5A 2V8,Toronto,315359.9000,4835405.9650,-79.36887928920,43.66053020690,Central Neighbourhood House,,1,1,0,0,1,0,Owned by others,1058
315,Queen St E,315 Queen St E,M5A 1S7,Toronto,315593.1870,4834801.9500,-79.36599877150,43.65508998840,Berkeley Church,,0,1,0,0,1,1,Owned by others,1069
495,Sherbourne St,495 Sherbourne St,M4X 1K7,Toronto,314906.7560,4836213.4910,-79.37448263130,43.66780543900,Wellesley Community Centre,,1,0,0,0,1,0,City Owned,1086
50,Tank House Lane,50 Tank House Lane,M5A 3C4,Toronto,316282.6080,4834333.1380,-79.35745867400,43.65085092800,"Young Centre for the Performing Arts (Marilyn and Charles Baillie Theatre, Soulpepper)",,1,0,0,0,0,0,Owned by others,1094
10,Trinity Sq,10 Trinity Sq,M5G 1B1,Toronto,314355.9270,4834772.0830,-79.38133862460,43.65483780410,Church of the Holy Trinity,,1,0,0,0,0,0,Owned by others,951
1158,Queen St E,1158 Queen St E,,Toronto,318197.1820,4835651.1530,-79.33369463890,43.66269167350,Leslie Grove Park,,1,0,0,0,1,0,City Owned,1191
952,Queen St W,952 Queen St W,M6J 1G8,Toronto,311467.2370,4833671.0890,-79.41716449600,43.64495984950,Museum of Contemporary Canadian Art (MOCCA),,0,1,0,0,0,0,Owned by others,468
444,Dufferin St,444 Dufferin St,M6K 2A3,Toronto,310443.4850,4833648.5860,-79.42985425930,43.64476520390,Akin Collective,,0,1,0,0,1,0,Owned by others,341
1389,Dundas St W,1389 Dundas St W,M6J 1Y4,Toronto,310562.9220,4834163.1960,-79.42836835710,43.64939647500,The Department,,0,1,0,0,0,0,Owned by others,345
1589,Dupont St,1589 Dupont St,M6P 3S5,Toronto,308507.4240,4835899.0290,-79.45383687600,43.66503386150,Perth / Dupont Branch (TPL),,0,0,0,1,1,0,City Operated,352
252,Lansdowne Ave,252 Lansdowne Ave,M6H 3X9,Toronto,309598.7340,4834356.5830,-79.44031887130,43.65114372280,Acacias Rubras Lounge,,1,0,0,0,0,0,Owned by others,356
69,Long Branch Ave,69 Long Branch Ave,M8W 3J5,Toronto,302088.5900,4827967.3590,-79.53338783570,43.59364212160,St. Agnes (Long  Branch),,1,0,0,0,0,0,Owned by others,78
80,Park Lawn Rd,80 Park Lawn Rd,M8Y 3H8,Toronto,306006.4280,4831394.9320,-79.48485682530,43.62449844730,Ukrainian Academy of Dance,,1,0,0,0,0,0,Owned by others,83
146,Thirtieth St,146 Thirtieth St,M8W 3C4,Toronto,302142.7510,4828795.2840,-79.53272068890,43.60109482500,Dale M Reid Photography Studio,Studio 23,0,1,0,0,0,0,Owned by others,87
1290,Finch Ave W,1290 Finch Ave W,M3J 3K3,Toronto,305627.6630,4847040.8160,-79.48952918550,43.76533315750,Upfront Studio Theatre,Unit 17,1,0,0,0,0,0,Owned by others,100
33,Carlson Crt,33 Carlson Crt,M9W 6H5,Toronto,298033.2710,4838685.1270,-79.58374679910,43.69009067790,Crowne Plaza Hotel,,0,0,0,0,1,0,Owned by others,13
850,Humberwood Blvd,850 Humberwood Blvd,M9W 7A6,Toronto,295182.6750,4842999.5950,-79.61918519040,43.72889444930,Humberwood Library & Community Centre,,1,0,0,1,1,0,City Owned,17
555,Rexdale Blvd,555 Rexdale Blvd,M9W 7G3,Toronto,296270.9470,4840789.1660,-79.60564162440,43.70901125640,Woodbine Racetrack,,0,1,0,0,1,0,Owned by others,21
1,Vulcan St,1 Vulcan St,M9W 1L3,Toronto,298535.3280,4840326.9340,-79.57753802360,43.70487299000,Microskills,,1,0,0,0,0,0,Owned by others,25
1550,Queen St W,1550 Queen St W,M6R 1A6,Toronto,309634.0720,4833133.7720,-79.43989172030,43.64013649580,FIXT Point Studio,,1,0,0,0,1,0,Owned by others,258
125,Chatsworth Dr,125 Chatsworth Dr,M4R 1S1,Toronto,312000.3400,4842256.2840,-79.41044232100,43.72223129850,Lawrence Park Collegiate Institute,,1,0,0,0,1,0,Owned by others,288
1369,St Clair Ave W,1369 St Clair Ave W,M6E 1C5,Toronto,308703.2140,4837044.0200,-79.45139986340,43.67533937630,J.J. Piccininni Community Recreation Centre,,0,0,0,0,1,0,City Owned,321
2928,Dundas St W,2928 Dundas St W,M6P 1Y8,Toronto,307429.8370,4835966.3470,-79.46719720970,43.66564418190,ARTiculations: Earl Selkirk Gallery,,0,1,0,0,0,0,Owned by others,179
146,Glendonwynne Rd,146 Glendonwynne Rd,M6P 3J7,Toronto,306846.8110,4834952.7980,-79.47443064850,43.65652234400,Ursula Franklin Academy,,1,0,0,0,1,0,Owned by others,193
356,Windermere Ave,356 Windermere Ave,M6S 3L3,Toronto,306363.5910,4834095.4020,-79.48042415240,43.64880571930,Windermere United Church,,1,0,0,0,1,0,Owned by others,207
130,Lloyd Manor Rd,130 Lloyd Manor Rd,M9B 5K1,Toronto,300416.3900,4836242.9080,-79.55416474250,43.66812498790,John G. Althouse CS,,0,1,0,0,1,0,City Operated,27
500,The East Mall,500 The East Mall,M9B 2C4,Toronto,299795.7280,4834188.5310,-79.56184169360,43.64962967640,Burnhamthorpe Auditorium (Etobicoke Musical Theatre Productions),,1,0,0,0,0,0,Owned by others,33
189,Yonge St,189 Yonge St,M5B 1M4,Toronto,314528.3720,4834575.3700,-79.37920381480,43.65306507400,Elgin & Winter Garden Theatre Centre,,1,0,0,0,1,0,Owned by others,962
234,Bay St,234 Bay St,,Toronto,314425.6570,4834029.5800,-79.38048691890,43.64815366860,Design Exchange (DX),,0,1,0,0,1,1,Owned by others,981
6,Case Goods Lane,6 Case Goods Lane,M5A 3C4,Toronto,316156.0130,4834233.6380,-79.35903012100,43.64995717500,Pikto,,0,1,0,0,0,0,Owned by others,994
20,Fifth St,20 Fifth St,M5J 2B9,Toronto,316396.4020,4832256.1510,-79.35609582750,43.63216201480,Shadowland Theatre,Ward's Island,1,0,0,0,1,0,Owned by others,1004
67,Front St E,67 Front St E,M5E 1B5,Toronto,314998.2900,4834058.1530,-79.37338801690,43.64840324840,C'est What,,1,0,0,0,0,1,Owned by others,1010
227,Front St E,227 Front St E,M5A 1E8,Toronto,315642.1580,4834321.0610,-79.36540141840,43.65076058370,Canadian Opera Company,,1,0,0,0,1,1,Owned by others,1017
76,Overlea Blvd,76 Overlea Blvd,M4H 1C5,Toronto,317589.1200,4840744.6330,-79.34111355380,43.70854980070,St. Clement of Orhid - Macedonian Orthodox Cathedral,,1,0,0,0,1,0,Owned by others,869
82,Bond St,82 Bond St,M5B 1X2,Toronto,314588.1620,4834866.9800,-79.37845762570,43.65568913920,Mackenzie House & Recreated Print Shop,,0,1,0,0,0,1,City Owned,886
101,College St,101 College St,M5G 0A3,Toronto,313754.2520,4835322.9220,-79.38878816680,43.65980366170,MaRs Discovery District Auditorium,,0,0,0,0,1,0,Owned by others,900
10,Dundas St E,10 Dundas St E,M5B 2G9,Toronto,314407.8560,4834978.2630,-79.38069137170,43.65669294630,AMC Dundas 24,,0,0,1,0,0,0,Owned by others,911
80,Gould St,80 Gould St,M5B 2M7,Toronto,314693.1910,4835177.7450,-79.37714976770,43.65848508650,Rogers Communication Centre,Room 204,0,0,1,0,0,0,Owned by others,921
449,Jarvis St,449 Jarvis St,M4Y 2G8,Toronto,314686.3180,4835849.5050,-79.37722265420,43.66453192470,The Blake House,,0,0,0,0,1,0,Owned by others,933
432,Sheppard Ave E,432 Sheppard Ave E,M2N 3B7,Toronto,313537.9670,4847180.3430,-79.39127852900,43.76653836600,St. Elizabeth of Hungary R.C. Church,,1,0,0,0,1,0,Owned by others,788
233,Cummer Ave,233 Cummer Ave,M2M 2E8,Toronto,312364.2060,4849669.9290,-79.40582244510,43.78895999340,Sisterhood of St. John The Divine,,1,0,0,0,1,0,Owned by others,801
2180,Bayview Ave,2180 Bayview Ave,M4N 3K7,Toronto,314411.7140,4842572.7440,-79.38050766810,43.72505257250,Lawrence Park Community Church,,1,0,0,0,0,0,Owned by others,811
28,Fairlawn Ave,28 Fairlawn Ave,M5M 1S7,Toronto,312442.9770,4843230.6920,-79.40493465420,43.73099782240,"The Fairlawn Neighbourhood Centre
",,1,1,0,0,1,0,Owned by others,820
2180,Bayview Ave,2180 Bayview Ave,M4N 3K7,Toronto,314411.7140,4842572.7440,-79.38050766810,43.72505257250,Lawrence Park Community Church,,1,0,0,0,1,0,Owned by others,830
76,Bennington Heights Dr,76 Bennington Heights Dr,M4G 1B1,Toronto,315299.5540,4839112.2140,-79.36955586630,43.69389105190,Bennington Heights Elementary School,,0,0,0,0,1,0,Owned by others,837
48,Thorncliffe Park Dr,48 Thorncliffe Park Dr,M4H 1J7,Toronto,317459.2260,4840122.9300,-79.34273682600,43.70294740800,Thorncliffe Branch (TPL),,0,0,0,1,0,0,City operated,848
